SN,Pers1_id,pay5_2,pay5_3a,pay5_3aOther,pay5_3b__0,pay5_4,pay5_5,pay5_6
408,Spouse,Rural village, , ,Arusha,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7010,Spouse,Urban community, , ,Kilimanjaro,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8753,Spouse,Rural village, , ,Simiyu,When you can,Through mobile phone using the same network,Household use (food/clothing)
9013,Spouse,Rural village, , ,Mara,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
137,Spouse,Rural village, , ,Kilimanjaro,Monthly,Through mobile phone using the same network,Household use (food/clothing)
9170,Spouse,Urban community, , ,Njombe,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1500,Spouse,Rural village, , ,Pwani,Monthly,Through mobile phone using the same network,Household use (food/clothing)
5836,Spouse,Rural village, , ,Iringa,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7480,Spouse,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
2159,Spouse,Rural village, , ,Ruvuma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2376,Spouse,Urban community, , ,Iringa,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7132,Spouse,Urban community, , ,Dodoma,When you can,Through mobile phone using the same network,Household use (food/clothing)
9384,Spouse,Urban community, , ,Geita,When you can,Through mobile phone using the same network,Household use (food/clothing)
3510,Spouse,Urban community, , ,Mwanza,Monthly,Through mobile phone using the same network,Household use (food/clothing)
4312,Spouse,Rural village, , ,Kigoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
877,Spouse,Rural village, , ,Tanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6834,Spouse,Urban community, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
6372,Spouse,Urban community, , ,Kusini Pemba,Monthly,Through mobile phone using the same network,Household use (food/clothing)
1908,Spouse,Rural village, , ,Mtwara,When you can,Through mobile phone using the same network,Household use (food/clothing)
3303,Spouse,Urban community, , ,Mbeya,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
881,Spouse,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
421,Spouse,Rural village, , ,Arusha,When you can,Through mobile phone using the same network,Household use (food/clothing)
9387,Spouse,Urban community, , ,Shinyanga,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7955,Spouse,Rural village, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7025,Spouse,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6663,Spouse,Urban community, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6382,Spouse,Rural village, , ,Mjini Magharibi,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8549,Spouse,Rural village, , ,Tabora,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
2394,Spouse,Rural village, , ,Iringa,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
3016,Spouse,Urban community, , ,Tabora,Seasonally,Through mobile phone using the same network,Household use (food/clothing)
8551,Spouse,Urban community, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1929,Spouse,Rural village, , ,Mtwara,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
898,Spouse,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7530,Spouse,Urban community, , ,Pwani,Weekly,Through mobile phone using the same network,Household use (food/clothing)
8789,Spouse,Rural village, , ,Geita,Fortnightly,Through mobile phone using the same network,Household use (food/clothing)
176,Spouse,Urban community, , ,Dodoma,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8552,Spouse,Urban community, , ,Kagera,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
9498,Spouse,Urban community, , ,Songwe,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
2403,Spouse,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4583,Spouse,Urban community, , ,Mara,Weekly,Through mobile phone using the same network,Household use (food/clothing)
9396,Spouse,Rural village, , ,Shinyanga,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9499,Spouse,Rural village, , ,Pwani,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
5102,Spouse,Urban community, , ,Iringa,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
4340,Spouse,Rural village, , ,Mara,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
906,Spouse,Urban community, , ,Tanga,Monthly,Through mobile phone using the same network,Household use (food/clothing)
5103,Spouse,Rural village, , ,Njombe,When you can,Through mobile phone using the same network,Household use (food/clothing)
4341,Spouse,Rural village, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8795,Spouse,Rural village, , ,Mwanza,When you can,Through mobile phone using the same network,Household use (food/clothing)
7158,Spouse,Urban community, , ,Morogoro,Weekly,Through mobile phone using the same network,Household use (food/clothing)
440,Spouse,Rural village, , ,Arusha,Weekly,Through mobile phone using the same network,Household use (food/clothing)
650,Spouse,Urban community, , ,Arusha,Weekly,Through mobile phone using the same network,Household use (food/clothing)
8798,Spouse,Rural village, , ,Shinyanga,Only once off/Once a year,Through mobile phone using the same network,Household use (food/clothing)
8373,Spouse,Rural village, , ,Rukwa,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8558,Spouse,Urban community, , ,Mwanza,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8802,Spouse,Urban community, , ,Geita,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1942,Spouse,Urban community, , ,Dar es Salaam,Fortnightly,Through mobile phone using the same network,Household use (food/clothing)
5665,Spouse,Urban community, , ,Njombe,Monthly,Through mobile phone using the same network,Household use (food/clothing)
8807,Spouse,Urban community, , ,Dar es Salaam,Fortnightly,Through mobile phone using the same network,Household use (food/clothing)
9671,Spouse,Urban community, , ,Mjini Magharibi,When you can,Through mobile phone using the same network,Household use (food/clothing)
5870,Spouse,Urban community, , ,Mbeya,When you can,Through mobile phone using the same network,Household use (food/clothing)
7901,Spouse,Rural village, , ,Lindi,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9675,Spouse,Urban community, , ,Kusini Pemba,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
4596,Spouse,Urban community, , ,Mara,Fortnightly,Through mobile phone using the same network,Household use (food/clothing)
