SN,Exp_id,E14_3,E14_2
2688,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2307,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
2307,You had large unforeseen death/funeral expenses,Yes,Nothing
2307,You had large unforeseen medical expenses,Yes,Nothing
8403,You had large unforeseen medical expenses,Yes,Nothing
9766,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
9766,You had large unforeseen medical expenses,Yes,Nothing
4993,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
4993,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
7253,You had large unforeseen medical expenses,Yes,Cut down on expenses
1622,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
4480,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
4480,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
5776,You had large unforeseen medical expenses,Yes,Borrowed money
23,You received no money/less money than you expected,Yes,Worked more/did casual jobs
23,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
7925,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
7925,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
7925,You received no money/less money than you expected,Yes,Used savings;
4994,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
4994,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
4481,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
4481,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
9597,You had large unforeseen medical expenses,Yes,Help from friends/relatives/community/Government
8267,You had large unforeseen death/funeral expenses,Yes,Used savings;
4995,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
6763,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
6763,You had large unforeseen death/funeral expenses,Yes,Cut down on expenses
6763,"You had large unforeseen expenses, specify",Yes,Borrowed money
8500,You received no money/less money than you expected,No,Borrowed money
5328,You had large unforeseen medical expenses,Yes,Sold an asset/something obtained for this purpose
4213,You had large unforeseen medical expenses,No,Nothing
4213,You received no money/less money than you expected,No,Nothing
3198,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
3198,You had large unforeseen medical expenses,Yes,Nothing
3198,Harvest/crop failure/loss of livestock only for those who farm?,No,Nothing
336,You had large unforeseen medical expenses,Yes,Used savings;
336,You received no money/less money than you expected,Yes,Used savings;
336,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
2689,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
2689,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
2689,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
2072,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
9280,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
9280,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
9280,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
3199,You received no money/less money than you expected,Yes,Cut down on expenses
3199,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
3199,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
6460,You had large unforeseen medical expenses,No,Worked more/did casual jobs
4701,You received no money/less money than you expected,Yes,Cut down on expenses
4701,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
9767,You received no money/less money than you expected,No,Used savings;
5952,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
1817,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
9470,You had large unforeseen medical expenses,Yes,Borrowed money
9470,You received no money/less money than you expected,Yes,Borrowed money
8345,You had large unforeseen medical expenses,Yes,Borrowed money
8345,You received no money/less money than you expected,Yes,Cut down on expenses
8621,You had large unforeseen medical expenses,Yes,Borrowed money
8621,"You had large unforeseen expenses, specify",Yes,Borrowed money
2690,You had large unforeseen death/funeral expenses,Yes,Worked more/did casual jobs
5538,You had large unforeseen medical expenses,Yes,Nothing
5777,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
5777,You received no money/less money than you expected,Yes,Used savings;
5777,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
751,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
9768,You received no money/less money than you expected,No,Cut down on expenses
338,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Sold agriproducts/livestock/harvest
338,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
3721,You had large unforeseen medical expenses,Yes,Cut down on expenses
8936,You had large unforeseen medical expenses,Yes,Nothing
8936,You had large unforeseen death/funeral expenses,Yes,Nothing
1086,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
1086,You had large unforeseen death/funeral expenses,Yes,Nothing
4997,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold an asset/something obtained for this purpose
4997,You received no money/less money than you expected,Yes,Sold an asset/something obtained for this purpose
6764,You received no money/less money than you expected,Yes,Sold an asset/something obtained for this purpose
2075,You received no money/less money than you expected,Yes,Worked more/did casual jobs
3940,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
8007,You received no money/less money than you expected,Yes,Cut down on expenses
8007,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
1410,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
9211,You had large unforeseen medical expenses,Yes,Sold asset/something not obtained for this purpose
1087,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
2076,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
2076,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
2076,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Cut down on expenses
2907,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Worked more/did casual jobs
7255,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Used savings;
7255,You had large unforeseen medical expenses,Yes,Worked more/did casual jobs
7255,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
7255,You received no money/less money than you expected,Yes,Used savings;
752,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
752,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
3200,You had large unforeseen medical expenses,Yes,Nothing
341,You had large unforeseen death/funeral expenses,Yes,Borrowed money
341,You had large unforeseen medical expenses,Yes,Borrowed money
3723,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Nothing
3723,You received no money/less money than you expected,Yes,Nothing
3723,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Nothing
2500,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Borrowed money
2500,You had large unforeseen death/funeral expenses,Yes,Borrowed money
2500,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Borrowed money
6765,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Cut down on expenses
5953,Harvest/crop failure/loss of livestock only for those who farm?,Yes,Sold agriproducts/livestock/harvest
5953,You received no money/less money than you expected,Yes,Sold agriproducts/livestock/harvest
1820,You had large unforeseen medical expenses,Yes,Sold agriproducts/livestock/harvest
5000,Loss of income as a result of an unexpected drop in the price you get for produce/harvest/ products,Yes,Used savings;
5000,You received no money/less money than you expected,Yes,Nothing
