SN,Pers_id,pay2_2,pay2_3a,pay2_3aOther,pay2_3b__0,pay2_4,pay2_5,pay2_6
3202,Friend,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone using the same network,Household use (food/clothing)
7785,Friend,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9566,Parent,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7789,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7927,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9905,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7386,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7806,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
7807,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8011,Parent,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7390,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
6114,Spouse,Urban community, , ,Dar es Salaam,Weekly,Through mobile phone using the same network,Household use (food/clothing)
6780,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8013,Spouse,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
5197,Child,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
7393,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
8212,Friend,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7276,Friend,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7277,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8355,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
7829,Other family member,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
7931,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
777,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
786,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
788,Child,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
9156,Spouse,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
1137,Spouse,Urban community, , ,Dar es Salaam,Monthly,Through mobile phone using the same network,Household use (food/clothing)
8414,Spouse,Urban community, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
7402,Friend,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
6799,Parent,Rural village, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
6134,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
7873,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1660,Other family member,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8993,Other family member,Urban community, , ,Dar es Salaam,When you can,Through mobile phone using the same network,Household use (food/clothing)
9488,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
8418,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through mobile phone using the same network,Household use (food/clothing)
1160,Friend,Rural village, , ,Dar es Salaam,Several times a year,Through mobile phone using the same network,Household use (food/clothing)
1736,Parent,Urban community, , ,Dar es Salaam,Monthly,Through Western Union/Money gram /NALA,Household use (food/clothing)
7700,Friend,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Through Western Union/Money gram /NALA,Household use (food/clothing)
9004,Child,Urban community, , ,Dar es Salaam,Monthly,Bank transfer/Pay into bank account,Household use (food/clothing)
7468,Other family member,Urban community, , ,Dar es Salaam,Only once off/Once a year,Bank transfer/Pay into bank account,Household use (food/clothing)
7337,Other family member,Urban community, , ,Dar es Salaam,Several times a year,Bank transfer/Pay into bank account,Household use (food/clothing)
7976,Other family member,Urban community, , ,Dar es Salaam,When you can,Bank transfer/Pay into bank account,Household use (food/clothing)
6725,Spouse,Urban community, , ,Dar es Salaam,Weekly,Bank transfer/Pay into bank account,Household use (food/clothing)
9592,Child,Urban community, , ,Dar es Salaam,Monthly,Bank transfer/Pay into bank account,Household use (food/clothing)
7761,Friend,Urban community, , ,Dar es Salaam,Weekly,Bank transfer/Pay into bank account,Household use (food/clothing)
7777,Parent,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Bank transfer/Pay into bank account,Household use (food/clothing)
7404,Child,Urban community, , ,Dar es Salaam,When they ask you to/in an emergency,Bank transfer/Pay into bank account,Household use (food/clothing)
6389,Parent,Urban community, , ,Pwani,Several times a year,Through Agent,Household use (food/clothing)
7376,Other family member,Urban community, , ,Pwani,Seasonally,Through Agent,Household use (food/clothing)
1637,Spouse,Rural village, , ,Pwani,Several times a year,Friends or family takes it there,Household use (food/clothing)
5373,Other family member,Urban community, , ,Pwani,Several times a year,Through mobile phone: different network,Household use (food/clothing)
2971,Other family member,Urban community, , ,Pwani,Only once off/Once a year,Through mobile phone: different network,Household use (food/clothing)
5377,Parent,Urban community, , ,Pwani,Several times a year,Through mobile phone: different network,Household use (food/clothing)
1495,Parent,Rural village, , ,Pwani,Several times a year,Through mobile phone: different network,Household use (food/clothing)
9636,Parent,Rural village, , ,Pwani,When you can,Through mobile phone: different network,Household use (food/clothing)
1506,Friend,Rural village, , ,Pwani,When they ask you to/in an emergency,Through mobile phone: different network,Household use (food/clothing)
